id,original,simple,references,score,system
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.","england beat pakistan in the 2022 final. this made them the t20 world cup holders, winning their second title.","['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",85.66666666666667,Human 2 Writing
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.",england won their second title when they beat pakistan in the final. they are the reigning t20 world cup holders.,"['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",90.0,Muss
14,"england are the reigning t20 world cup holders, having beaten pakistan in the 2022 final, winning their second title.",the current t20 world cup holder is england.,"['after winning the last t20 world cup, england won the t20 world cup for the second time. they beat pakistan in the 2022 final.']",60.666666666666664,T5-3B
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans may be worried about going to the world cup in qatar because of the laws about drinking alcohol in public places, but world cup organizers have created ""sobering up"" zones to make sure fans feel safe and secure.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",80.66666666666667,GPT-3-few-shot
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans may have concerns about going to the world cup in qatar due to its alcohol laws. world cup organizers have introduced designated ""sobering up"" zones to ensure fans feel secure and relaxed when attending.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",83.33333333333333,GPT-3-zero-shot
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending. ","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",78.33333333333333,Human 1 Writing
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","fans around the world are unsure about going to the world cup in qatar because of its alcohol laws. in response, world cup organizers say they will create “sobering up” zones to make fans feel safer.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",88.33333333333333,Human 2 Writing
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws, but world cup organizers say that they will have ""sobering up"" zones where people will be told not to drink alcohol while watching the games.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",60.0,Muss
15,"football fans around the world may find some apprehensions about going to the world cup in qatar because of the alcohol laws concerning consuming alcohol in public places, but world cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","football fans around the world may be apprehensions about going to the world cup in qatar because of the alcohol laws. however, world cup organizers announced the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the world cup.","['football fans may not like going to the world cup in qatar because of its alcohol laws, but organizers announced the creation of “sobering up” zones to make fans feel safe while attending.']",61.0,T5-3B
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""",flynn had enough support to become council president. arroyo released a statement praising flynn's kindness and work ethic. he also said he was excited to see how flynn used those qualities as a leader.,"['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",78.33333333333333,GPT-3-few-shot
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","upon flynn's success in getting enough support to become council president, arroyo released a statement that was like a formal concession. he commended flynn's kindness and hard work, and expressed his expectation that flynn will make use of these qualities in his leadership role.","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",81.66666666666667,GPT-3-zero-shot
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",92.0,Human 1 Writing
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","when it was clear flynn was going to be council president, arroyo gave a concession speech. he praised flynn’s good qualities and said that he wants to see flynn use these qualities while president.","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",96.66666666666667,Human 2 Writing
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","however, after flynn was able to get enough support to become council president, arroyo said that he was happy for him. arroyo said that he was happy for flynn's kindness and work ethic, and that he looked forward to seeing how flynn used those qualities in his new job.","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",77.33333333333333,Muss
16,"however, upon flynn's apparent success in securing sufficient backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","however, upon flynn's apparent success in securing enough backing to become council president, arroyo released a statement that acted as an informal concession of sorts, giving strong praise to flynn's kindness and work ethic, and declaring that he looks forward, ""to seeing how he utilizes those great qualities in this leadership role. ""","['when flynn got support to become council president, arroyo sent out a message. the message was an informal concession that praised flynn’s kindness and work ethic. it also said that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""']",54.0,T5-3B
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","in 2007, his difficult circumstances encouraged him to pursue graphic design. since then, he has worked as a cinematographer in the film industry and gained experience in both photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",98.0,GPT-3-few-shot
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","facing a difficult situation in 2007, he decided to study graphic design. since then, he has been working as a cinematographer in the film industry, and he has a lot of experience with photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",87.0,GPT-3-zero-shot
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",85.0,Human 1 Writing
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","during hard times, he was led to study graphic design, and after that became a cinematographer. also, he had a lot of experiences with photography and graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",82.66666666666667,Human 2 Writing
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","in a difficult situation, it encouraged him to study graphic design in 2007. since then, he has worked as a cinematographer in the film industry. he also has a lot of experience in graphic design and photography.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",80.0,Muss
17,"in a difficult situation, it encouraged him to study graphic design in 2007, and he's been since as a cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","in a difficult situation, it encouraged him to study graphic design in 2007. he is now working as a cinematographer in the movie industry, also having a lot of experience with photography and experience in the field of graphic design.","['a hard situation encouraged him to study graphic design in 2007. since then, he’s been a cinematographer in the film industry. he also has a lot of experience with photography and graphic design.']",68.33333333333333,T5-3B
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","corbin's business has grown beyond farming to include agritourism. this involves hosting weddings, corporate meetings, and a big holiday celebration open to visitors.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",80.33333333333333,GPT-3-few-shot
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","corbin runs a farm, and has also opened it up to agritourism, holding weddings and business meetings there, as well as hosting a big christmas event every year to draw in visitors.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",81.66666666666667,GPT-3-zero-shot
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display. ","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",82.66666666666667,Human 1 Writing
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","in addition to farming, corbin’s business also offers agritourism. corbin uses his farm to host weddings, host corporate meetings, and attract visitors to a christmas display every year.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",82.33333333333333,Human 2 Writing
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","as well as farming, corbin has started a small business called ""agritourism"". he uses his farm to host weddings, business meetings, and a big christmas display every year.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",86.0,Muss
18,"in addition to farming, corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual christmas-themed display.","in addition to farming, corbin has expanded his business to include agritourism. he uses his farm to host weddings, corporate meetings, and attract visitors to a large annual christmas-themed display.","['corbin has expanded his farming business to include agritourism. he uses his farm to host weddings, corporate meetings, and a large annual christmas-themed display.']",68.33333333333333,T5-3B
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates takes ideas from novellas and short stories written by earlier authors and creates her own versions according to her artistic goals.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",80.0,GPT-3-few-shot
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates references novellas and short stories written by earlier authors, which she adapts to meet her artistic goals.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",74.66666666666667,GPT-3-zero-shot
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",82.66666666666667,Human 1 Writing
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates hints to novellas and short stories by earlier writers. she uses their titles or their themes and adapts them to fit with her artistic intentions.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",77.0,Human 2 Writing
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in marriages and infidelities, oates uses many short stories and novellas by earlier writers. she uses their titles or their themes, and changes them to fit her own ideas of what is important.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",86.66666666666667,Muss
19,"in marriages and infidelities, oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","in "" marriages and infidelities "" oates uses short stories and novellas as inspiration for her work.","['oates references short stories written by earlier writers in her book, marriages and infidelities. she does this by using the stories’ titles or themes and changing them to match her artistic goals.']",68.33333333333333,T5-3B
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","more recently, after a nomination is announced, the judiciary committee completes an investigative stage to prepare for hearings. during this stage, committee members and their staff review the nominees' backgrounds and any relevant issues.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",78.33333333333333,GPT-3-few-shot
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","after announcing the nomination, the judiciary committee begins an investigation to ensure they are prepared for the upcoming hearings. this includes reviewing the nominee's background and any relevant issues.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",72.33333333333333,GPT-3-zero-shot
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",86.66666666666667,Human 1 Writing
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",the judiciary committee does an investigative stage between the announcement of the nomination and the start of hearings. committee members and their staffs get ready for the hearings by looking over the background of the nominees and relevant issues.,"['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",63.333333333333336,Human 2 Writing
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee and its staffs prepare for the hearings by looking over the background of the nominees and the issues that will be discussed in the hearings.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",68.33333333333333,Muss
20,"in more recent practice, between the announcement of the nomination and the start of hearings, the judiciary committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","between the announcement of the nomination and the start of hearings, the judiciary committee has an investigative stage. committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","['when the hearings start after nominations, the judiciary committee members and their staff look at the background of nominees.']",59.666666666666664,T5-3B
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","in the interior and on the facade, there is preserved painted decoration. it was done during two different periods. the first was during the construction of the building and the second may have happened after 1913 when its use changed.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],76.33333333333333,GPT-3-few-shot
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","painted decoration is preserved on the interior, facade, and portico of the building, which was done in two separate time periods. the first was likely when it was first constructed, while the second likely happened after 1913 when the building's use changed.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],60.0,GPT-3-zero-shot
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.",painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.,['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],59.0,Human 1 Writing
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","painted decorations are kept on the face of the building, on the porch, and on the inside. these paintings were made in two different time periods. the first time period was when the building was built. the second time period was after 1913, when the building’s use was changed.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],85.33333333333333,Human 2 Writing
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, probably after 1913, when the building was changed from its original use.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],48.333333333333336,Muss
21,"in the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","in the interior, on the facade and the portico, there is painted decoration. the decoration was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.",['painted decoration is preserved in the interior and on the facade. this preservation possibly occurred during its construction and its change of use after 1913.'],62.666666666666664,T5-3B
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","in their initial match in the group, they beat argentina 2-1. argentina had gone 36 games without a loss since 2019.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",88.0,GPT-3-few-shot
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","in their first match of the tournament, they beat a highly favored argentine team 2-1, ending their unbeaten streak that had lasted 36 games since 2019.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",75.33333333333333,GPT-3-zero-shot
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","they defeated argentina 2-1, ending argentina’s winning streak of 36 games.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",86.66666666666667,Human 1 Writing
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","during the first game of their group, they won 2-1 against argentina, who was favored to win. they broke argentina’s 36-game win streak, which started in 2019.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",89.33333333333333,Human 2 Writing
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.","in the opening game of their group, they defeated argentina side 2-1. the win ended argentina's 36 game unbeaten streak, the longest in the world.","['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",61.666666666666664,Muss
22,"in the opening game of their group, they defeated a much fancied argentina side 2-1, ending an argentine unbeaten streak of 36 games dating back to 2019.",in the opening game of their group they defeated a much fancied argentina side 2-1. this ended an argentine unbeaten streak of 36 games dating back to 2019.,"['they defeated argentina 2-1, ending argentina’s winning streak of 36 games.']",73.33333333333333,T5-3B
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","in 2022, major oil producers in the us and uk earned record profits, giving money to their shareholders in the form of dividends and stock buybacks instead of reinvesting their profits in further production.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",85.33333333333333,GPT-3-few-shot
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","oil companies in the united states and uk announced exceptionally high profits in 2022. as a result, they distributed dividends to their shareholders and repurchased stocks instead of reinvesting the money into additional production like they had done in the past.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",76.33333333333333,GPT-3-zero-shot
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",88.66666666666667,Human 1 Writing
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",major american and british oil producers reported record profits in 2022. they rewarded shareholders with dividends and stock buybacks. this is different from their past actions of using profits to increase production. ,"['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",81.66666666666667,Human 2 Writing
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.","major american and british oil producers reported record profits in 2022, rather than following their past practice of plowing profits back into more production, they rewarded their shareholders with dividends and stock buybacks.","['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",72.33333333333333,Muss
23,"major american and british oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",major american and british oil companies reported record profits in 2022. they rewarded their shareholders with dividends and stock buybacks.,"['american and british oil producers reported record profits in 2022. however, they rewarded their shareholders with the extra money instead of investing the money back into the business.']",80.66666666666667,T5-3B
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","musk announced the formation of a ""content moderation council"" with different opinions to decide how the platform should deal with free speech. he also imposed a ""major content decision or account reinstatement"" moratorium until the council is formed.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",66.0,GPT-3-few-shot
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","musk announced the formation of a ""content moderation council"" composed of individuals with different perspectives. this council will decide how free speech should be handled on the platform. until then, no major changes to content or revivals of accounts will be made.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",82.33333333333333,GPT-3-zero-shot
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",75.0,Human 1 Writing
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.",musk said that he would create a “content moderation council” with many different perspectives to handle free speech on the platform. he also declared that no “major content decisions or account reinstatements” would be made until the council was created.,"['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",78.0,Human 2 Writing
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","musk also said he would create a ""content moderation council"" with people with different views to decide how the platform should handle free speech. he said he would not make any major content decisions or changes until then.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",85.0,Muss
24,"musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","elon musk also announced the creation of a ""content moderation council"" to determine how the platform would handle free speech, and announced a moratorium on ""major content decisions or account reinstatements"" until then.","['musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. he announced a delay of “major content decisions or account reinstatements"" until then.']",48.333333333333336,T5-3B
25,"musk stated that twitter blue's pricing would be raised to around us$8.00 per-month, and include reduced advertising on the twitter service, the ability to post longer audio and video files, and verified account status.","musk said that twitter blue would cost around us$8.00 per-month. it includes fewer ads, the ability to upload audio and video of any length, and verified accounts.","[""musk said that twitter blue's price would increase to around us$8.00 per-month. he said it would  include less advertising on twitter, the ability to post longer audio and video files, and verified account status.""]",75.66666666666667,GPT-3-few-shot
25,"musk stated that twitter blue's pricing would be raised to around us$8.00 per-month, and include reduced advertising on the twitter service, the ability to post longer audio and video files, and verified account status.","musk announced that twitter blue, which is usually priced at $8.00 monthly, would provide customers with the chance to post longer audio and video files, a verified account status, as well as reduced advertising.","[""musk said that twitter blue's price would increase to around us$8.00 per-month. he said it would  include less advertising on twitter, the ability to post longer audio and video files, and verified account status.""]",61.666666666666664,GPT-3-zero-shot
25,"musk stated that twitter blue's pricing would be raised to around us$8.00 per-month, and include reduced advertising on the twitter service, the ability to post longer audio and video files, and verified account status.","musk said that twitter blue's price would increase to around us$8.00 per-month. he said it would  include less advertising on twitter, the ability to post longer audio and video files, and verified account status.","[""musk said that twitter blue's price would increase to around us$8.00 per-month. he said it would  include less advertising on twitter, the ability to post longer audio and video files, and verified account status.""]",81.33333333333333,Human 1 Writing
25,"musk stated that twitter blue's pricing would be raised to around us$8.00 per-month, and include reduced advertising on the twitter service, the ability to post longer audio and video files, and verified account status.","musk stated that twitter blue’s price would increase to around $8.00 usd per-month. he also announced twitter blue would include less advertising, the ability to post longer audio and videos, and verified account status.","[""musk said that twitter blue's price would increase to around us$8.00 per-month. he said it would  include less advertising on twitter, the ability to post longer audio and video files, and verified account status.""]",78.33333333333333,Human 2 Writing
25,"musk stated that twitter blue's pricing would be raised to around us$8.00 per-month, and include reduced advertising on the twitter service, the ability to post longer audio and video files, and verified account status.","musk said that twitter blue's price would be raised to around us$8.00 per-month, and that people would be able to post longer audio and video files, and that the service would be more cost-effective.","[""musk said that twitter blue's price would increase to around us$8.00 per-month. he said it would  include less advertising on twitter, the ability to post longer audio and video files, and verified account status.""]",60.666666666666664,Muss
